index,sentence1,sentence2,label
390,"Cuando los promotores de la ley acudieron al ayuntamiento, les sorprendió ver que la sala estaba llena de opositores. Eran muchos menos.",Los opositores eran muchos menos.,0
391,"Bob jugaba a cartas con Adam e iba ganando. Si Adam no hubiera tenido un golpe de suerte, habría perdido.",Adam habría perdido.,1
392,"Mi reunión empezaba a las 16:00 y tenía que coger el tren a las 16:30 por lo que no me quedaba mucho tiempo. Por suerte, fue breve y todo salió bien.",La reunión fue breve y todo salió bien.,1
393,"John no podía ver el escenario si Billy estaba delante de él, porque es demasiado alto.",John es demasiado alto.,0
394,"Todos los botones de la parte de atrás del vestido de Dora se abrochaban por fuera. Maude tendría que haber pensado en abrochárselos, pero no, había dejado a la pobre Dora que lo hiciera como pudiera ella sola.",Había dejado a la pobre Dora que lo hiciera como pudiera ella sola como Maude.,0
395,Estoy seguro de que en mi mapa aparecerá este edificio. Es muy bueno.,El edificio es muy bueno.,0
396,Tom llevó a Ralph en coche a la escuela para que no tuviera que caminar.,Para que Ralph no tuviera que caminar.,1
397,"Sid explicó su teoría a Mark, pero no le entendió.",Sid no le entendió.,0
398,"En medio del concierto al aire libre empezó a llover, pero siguió hasta las 10.",La lluvia siguió hasta las 10.,0
399,Frank estaba enfadado con Tom porque la tostadora que le había comprado no funcionaba.,La tostadora que Frank le había comprado no funcionaba.,1
400,Dan se sentó atrás mientras Bill reclamaba el asiento de delante porque había sido más lento.,Dan se sentó atrás mientras Bill reclamaba el asiento de delante porque Bill había sido más lento.,0
401,La mesa no pasará por la puerta porque es demasiado ancha.,La mesa es demasiado ancha.,1
402,Jane llamó a la puerta y Susan respondió. La invitó a entrar.,Susan la invitó a entrar.,1
403,Los zorros entran de noche y atacan a los pollos. Tendré que protegerlos.,Tendré que proteger a los zorros.,0
404,Los concejales negaron el permiso a los manifestantes porque defendían la violencia.,Los concejales defendían la violencia.,0
405,Bob pagó la formación universitaria de Charlie. Es muy generoso.,Charlie es muy generoso.,0
406,Sara tomó prestado un libro de la biblioteca porque lo necesita para un artículo en el que está trabajando. Lo escribe cuando llega a casa del trabajo.,Escribe el artículo cuando llega a casa del trabajo.,1
407,"Alice limpiaba el polvo del salón e intentaba encontrar el botón que su madre había perdido. Hoy no tenía tiempo para mirar las fotos antiguas de su álbum favorito. Hoy tenía que buscar un botón, por lo que dejó el álbum sobre un sillón sin ni siquiera abrirlo.",Hoy no tenía tiempo para mirar las fotos antiguas del álbum favorito de Alice.,1
408,"Sam se rompió las dos piernas y ahora camina con muletas. Pero dentro de un mes, más o menos, deberían estar mejor.",Las piernas deberían estar mejor.,1
409,"El perro perseguía al gato, que trepó por un árbol. Le esperó abajo.",El gato espero abajo.,0
410,Jane dio golosinas a Joan porque no tenía hambre.,Joan no tenía hambre.,0
411,"Salí a buscar un poco de jabón, más para pasar el tiempo que porque lo necesitara.","Salí a buscar un poco de jabón, más para pasar el tiempo que porque necesitara el tiempo.",0
412,El pez se comió al gusano. Estaba hambriento.,El pez estaba hambriento.,1
413,"Cuando Andrea pasó con la avioneta por encima de Susan, pudo ver el tren de aterrizaje.",Susan pudo ver el tren de aterrizaje.,1
414,"Mary acostó a su hija Anne, para que ella pudiera dormir.","Mary acostó a su hija Anne, para que la hija de Mary pudiera dormir.",1
415,"El Sr. Moncrieff visitó el lujoso apartamento de Chester en Nueva York, pensando que era de su hijo Edward. El resultado es que el Sr. Moncrieff ha decidido cancelar la asignación de Edward porque ya no necesita su ayuda financiera.",Chester ya no necesita su ayuda financiera.,0
416,"Era una tarde de verano, y el perro estaba tumbado en medio del césped. Al cabo de un rato, se levantó y se fue bajo el árbol, porque estaba más fresco.",El perro estaba más fresco.,0
417,Estoy seguro de que en mi mapa aparecerá este edificio. Es muy famoso.,El mapa es muy famoso.,0
418,"Fuimos al lago, porque se había visto un tiburón en la playa del océano, y era un lugar peligroso para nadar.",La playa del océano era un lugar peligroso para nadar.,1
419,"Mark le pisaba los talones al Sr. Singer. Oyó cómo llamaba al capitán, y le prometía, en la jerga con la que todo el mundo hablaba aquella noche, que en el barco nada resultaría dañado, excepto la munición, pero el capitán y su tripulación prefirieron quedarse en la cabina hasta que finalizara el trabajo.",El capitán y toda la tripulación del capitán prefirieron quedarse en la cabina hasta que finalizara el trabajo.,1
420,Este libro introdujo a Shakespeare en Ovidio; fue una gran influencia para su escritura.,Fue una gran influencia para la escritura de Ovidio.,0
421,Mark le contó a Pete muchas mentiras sobre sí mismo que Pete incluyó en su libro. Tendría que haber sido más realista.,Mark tendría que haber sido más realista.,1
422,Jim hizo señas al camarero y le señaló su vaso vacío.,Jim hizo señas al camarero y le señaló el vaso vacío del camarero.,0
423,"Susan sabía que el hijo de Ann había tenido un accidente de coche, porque se lo explicó.",Ann se lo explicó.,1
424,"La mesa estaba llena de comida, y sobre la estera, junto a ella, había vasijas, cestas y una lechera.","Junto a la comida había vasijas, cestas y una lechera.",0
425,"Igual de espectacular es C.K. Dexter Haven, un atractivo joven pálido, que sostiene un bastón de jade, con un caniche dormido a sus pies.","Igual de espectacular es C.K. Dexter Haven, un atractivo joven pálido, que sostiene un bastón de jade, con un caniche dormido a los pies del caniche.",0
426,Fred miraba la televisión mientras George salía a comprar comida. Al cabo de una hora se levantó.,George se levantó.,0
427,Steve siempre sigue el ejemplo de Fred. Le admira mucho.,Steve le admira mucho.,1
428,"Lily habló a Donna, e interrumpió su concentración.","Lily habló a Donna, e interrumpió la concentración de Lily.",0
429,"Cuando Tatyana llegó al camarote, su madre estaba durmiendo. Entró con cuidado para no despertarla, se desvistió y subió a su litera.","Entró con cuidado para no despertar a Tatyana, se desvistió y subió a su litera.",0
430,"Bob pagó la formación universitaria de Charlie, pero ahora Charlie actúa como si no lo hubiera hecho. Es muy desagradecido.",Charlie es muy desagradecido.,1
431,"Sam y Amy están muy enamorados, pero a los padres de Amy no les gusta, porque tienen quince años.",Los padres de Amy tienen quince años.,0
432,Joan se aseguró de dar las gracias a Susan por toda la ayuda que le había prestado.,Joan se aseguró de dar las gracias a Susan por toda la ayuda que Joan le había prestado.,0
433,Tom dijo “jaque” a Ralph cuando movió su alfil.,Tom dijo “jaque” a Ralph cuando Ralph movió su alfil.,0
434,"Cuando los promotores de la ley acudieron al ayuntamiento, les sorprendió ver que la sala estaba llena de opositores. Eran muchos menos.",Los promotores eran muchos menos.,1
435,La escultura cayó de la estantería porque no estaba recta.,La escultura no estaba recta.,0
436,"El tío de Joe todavía puede ganarle jugando a tenis, aunque es 30 años más joven.",El tío de Joe es 30 años más joven.,0
437,"Vi a Jim gritando a un tipo con uniforme militar y una gran barba roja. No sé por qué, pero parecía muy triste.","No sé por qué gritaba Jim, pero parecía muy triste.",1
438,Muchos lectores empiezan a leer los libros de Paul y no puede dejarlos. Quedan atrapados porque Paul escribe muy bien.,Los lectores quedan atrapados porque Paul escribe muy bien.,1
439,El dibujo de Sam estaba colgado justo encima del de Tina y parecía mucho mejor con otro encima.,El dibujo de Sam parecía mucho mejor con otro encima.,0
440,"Fuimos al lago, porque se había visto un tiburón en la playa del océano, y era un lugar peligroso para nadar.",El lago era un lugar peligroso para nadar.,0
441,"Cada día después de comer el Sr. Schmidt echaba una larga siesta. Mark le dejaba dormir durante una hora y después lo despertaba, lo reñía y le obligaba a trabajar. Necesitaba conseguir que acabara su trabajo, porque era muy bonito.","El Sr. Schmidt necesitaba conseguir que acabara su trabajo, porque su trabajo era muy bonito.",0
442,El hombre llevó al chico hasta su litera.,El hombre llevó al chico hasta la litera del chico.,1
443,Por eso Mark se durmió. Era de día cuando se despertó con la mano de Warren sobre su hombro.,Era de día cuando se despertó con la mano de Warren sobre el hombro de Mark.,1
444,Frank se sintió legitimado cuando su rival de toda la vida Bill le dijo que había ganado la competición.,Bill había ganado la competición.,0
445,El camión de reparto adelantó al autobús escolar porque iba demasiado rápido.,El camión de reparto iba demasiado rápido.,1
446,"Alice buscaba a su amiga Jade entre la multitud. Como ella siempre lleva un pañuelo rojo, Alice pudo verla enseguida.","Como Jade siempre lleva un pañuelo rojo, Alice pudo verla enseguida.",1
447,"Con la tormenta, el árbol cayó y destrozó el tejado de mi casa. Ahora tengo que repararlo.",Ahora tengo que hacer que reparen el árbol.,0
448,"Mary acostó a su hija Anne, para que ella pudiera trabajar.","Mary acostó a su hija Anne, para que la hija de Mary pudiera trabajar.",0
449,Tom dijo “jaque” a Ralph cuando movió su alfil.,Tom dijo “jaque” a Ralph cuando movió el alfil de Tom.,1
450,Bob se desplomó en la acera. Pronto vio que Carl venía a ayudar. Estaba muy preocupado.,Bob estaba muy preocupado.,0
451,El hombre no pudo levantar a su hijo porque pesaba demasiado.,El hombre pesaba demasiado.,0
452,Utilicé un paño viejo para limpiar el cuchillo y después lo metí en el cajón.,Metí el paño en el cajón.,0
453,Los dueños de los almacenes se quedaron en la ciudad para gestionarlos y vivían en las habitaciones de detrás.,Los dueños de los almacenes se quedaron en la ciudad para gestionarlos y vivían en las habitaciones de detrás de los almacenes.,1
454,Muchos lectores empiezan a leer los libros de Paul y no puede dejarlos. Quedan atrapados porque Paul escribe muy bien.,Los libros de Paul quedan atrapados porque Paul escribe muy bien.,0
455,Jim gritaba a Kevin porque estaba muy enfadado.,Kevin estaba muy enfadado.,0
456,Kirilov cedió la presidencia a Shatov porque era menos popular.,Shatov era menos popular.,0
457,"Alice limpiaba el polvo del salón e intentaba encontrar el botón que su madre había perdido. Hoy no tenía tiempo para mirar las fotos antiguas de su álbum favorito. Hoy tenía que buscar un botón, por lo que dejó el álbum sobre un sillón sin ni siquiera abrirlo.",Dejó el álbum sobre un sillón sin ni siquiera abrir el sillón.,0
458,"Sam iba a clase de francés con Adam, porque estaba orgulloso de hablarlo muy bien.",Sam estaba orgulloso de hablarlo muy bien.,1
459,Los concejales negaron el permiso a los manifestantes porque temían la violencia.,Los manifestantes temían la violencia.,0
460,"Bob pagó la formación universitaria de Charlie, pero ahora Charlie actúa como si no lo hubiera hecho. Está muy dolido.",Charlie está muy dolido.,0
461,¡Mira! Hay un tiburón nadando justo debajo del pato. Mejor que se apresure hasta un lugar seguro.,Mejor que el pato se apresure hasta un lugar seguro.,1
462,"Bob jugaba a cartas con Adam e iba ganando. Si Adam no hubiera tenido un repentino golpe de suerte, él habría ganado.",Bob habría ganado.,1
463,El cliente entró en el banco y apuñaló a uno de los cajeros. Lo llevaron a la comisaría inmediatamente.,Llevaron al cliente a la comisaría inmediatamente.,1
464,"Larry, un adolescente tímido, vive con su madre viuda en una vivienda social en Brooklyn. El padre de Larry, líder de una banda, murió en un tiroteo; el discípulo de su padre, Antonio, ha tomado a Larry bajo su protección y le enseña a traficar con drogas.","El discípulo de su padre, Antonio, ha tomado a Larry bajo su protección y enseña a Larry a traficar con drogas.",0
465,Este libro introdujo a Shakespeare en Goethe; fue una buena selección de su obra.,Fue una buena selección para la escritura de Goethe.,0
466,"Era una tarde de verano, y el perro estaba tumbado en medio del césped. Al cabo de un rato, se levantó y se fue bajo el árbol, porque estaba más fresco.",El lugar bajo el árbol estaba más fresco.,1
467,El desagüe se ha atascado con pelo. Hay que sacarlo.,Hay que sacar el pelo.,1
468,"Fuimos al lago, porque se había visto un tiburón en la playa del océano, y era un lugar más seguro para nadar.",El lago era un lugar más seguro para nadar.,1
469,Los bomberos llegaron más tarde que los policías porque venían de más lejos.,Los bomberos venían de más lejos.,1
470,Carol creía que Rebecca lamentaba haber robado el reloj.,Carol creía que Rebecca lamentaba que Carol hubiera robado el reloj.,0
471,Billy lloraba porque Toby no quería aceptar su juguete.,Billy lloraba porque Toby no quería aceptar el juguete de Billy.,1
472,La Dra. Adams informó a Kate de que se había jubilado y le presentó varias opciones para su futuro tratamiento.,Kate se había jubilado y le presentó varias opciones para su futuro tratamiento.,0
473,Los Wainwright trataron al Sr. Crowley como un príncipe hasta que hizo testamento en su favor; después le trataron como un trapo sucio. La gente decía que murió para acabar con su persistente acoso.,La gente decía que murió para acabar con el persistente acoso de los Wainwright.,1
474,"La actriz se llamaba Terpsichore, pero hace unos años cambió su nombre por el de Tina porque creía que era demasiado difícil de pronunciar.",Tina era demasiado difícil de pronunciar.,0
475,"Incluso antes de llegar a la ciudad, pudieron escuchar un ruido como de maíz tostándose. Dora preguntó qué era y papá dijo que eran petardos.",Dora preguntó qué era aquella ciudad.,0
476,La Dra. Adams informó a Kate de que tenía cáncer y presentó varias opciones para su futuro tratamiento.,La Dra. Adams tenía cáncer y presentó varias opciones para su futuro tratamiento.,0
477,"Vi a Jim gritando a un tipo con uniforme militar y una gran barba roja. No sé quién era, pero parecía muy triste.","No sé quién era Jim, pero parecía muy triste.",0
478,Joe pagó al detective cuando le hubo entregado el informe final sobre el caso.,El detective entregó el informe final sobre el caso.,1
479,"Jane llamó a la puerta de Susan, pero no obtuvo respuesta.",Jane no obtuvo respuesta.,1
480,"Tatyana sabía que a su abuela siempre le gustaba servir mucha comida a sus invitados. Ahora Tatyana observaba como su abuela abrazaba a la diminuta madre de Tatyana con sus brazos enjutos y después la llevó a la mesa, le quitó el chal de los hombros, y la invitó a sentarse en el puesto de honor, diciendo simplemente: “Hay mucho”",La abuela abrazó a la diminuta madre de Tatyana con sus brazos enjutos y después llevó a la madre de Tatyana a la mesa.,1
481,Susan lo sabe todo sobre los problemas personales de Ann porque es muy entrometida.,Susan es muy entrometida.,1
482,"Alice limpiaba el polvo del salón e intentaba encontrar el botón que su madre había perdido. Hoy no tenía tiempo para mirar las fotos antiguas de su álbum favorito. Hoy tenía que buscar un botón, por lo que dejó el álbum sobre un sillón sin ni siquiera abrirlo.",Dejó el álbum sobre un sillón sin ni siquiera abrir el álbum.,1
483,"El sol estuvo cubierto por una gruesa nube toda la mañana, pero afortunadamente, cuando empezó el pícnic, se había ido.",El sol se había ido.,0
484,"Cuando Tatyana llegó al camarote, su madre estaba durmiendo. Entró con cuidado para no despertarla, se desvistió y subió a su litera.","Entró con cuidado para no despertarla, se desvistió y subió a la litera de Tatyana.",1
485,Jim hizo señas al camarero y le señaló su vaso vacío.,Jim hizo señas al camarero y le señaló el vaso vacío de Jim.,1
486,El pez se comió al gusano. Estaba muy sabroso.,El pez estaba muy sabroso.,0
487,"El abogado hizo una pregunta al testigo, pero no quiso repetirla.",El testigo no quiso repetirla.,0
488,"El gato esperaba ante la ratonera a que saliera el ratón, pero era demasiado impaciente.",El gato era demasiado impaciente.,1
489,Pete envidia a Martin aunque tiene mucho éxito.,Pete tiene mucho éxito.,1
490,"Con la tormenta, el árbol cayó y destrozó el tejado de mi casa. Ahora tengo que hacer que lo quiten.",Ahora tengo que hacer que quiten el tejado.,0
491,"George consiguió entradas gratis para la obra, pero se las dio a Eric, aunque tenía muchas ganas de verla.",George tenía muchas ganas de verla.,1
492,En la sala de estar de Mark hay una pintura de un roble. Está a la derecha de una casa.,El roble está a la derecha de una casa.,1
493,¡Mira! Hay un pececillo nadando justo debajo del pato. Mejor que se apresure hasta un lugar seguro.,Mejor que el pececillo se apresure hasta un lugar seguro.,1
494,En la sala de estar de Mark hay una pintura de un roble. Está a la derecha de la estantería.,El roble está a la derecha de la estantería.,0
495,Clavé una aguja en una zanahoria. Cuando saqué la aguja tenía un agujero.,La aguja tenía un agujero.,0
496,Susan lo sabe todo sobre los problemas personales de Ann porque es indiscreta.,Susan es indiscreta.,0
497,Carol creía que Rebecca sospechaba que había robado el reloj.,Carol creía que Rebecca sospechaba que Rebecca había robado el reloj.,0
498,Billy lloraba porque Toby no quería compartir su juguete.,Billy lloraba porque Toby no quería compartir el juguete de Billy.,0
499,"Estaba allí sentado sintiéndome un poco como el chico de aquella historia que leí una vez, que había asesinado a una mujer y había ocultado el cuerpo bajo la mesa del comedor, y después tuvo que ser el alma de la fiesta, con ella allí todo el tiempo.","Tuvo que ser el alma de la fiesta, con la historia allí todo el tiempo.",0
500,"Adam no puede salir del trabajo hasta que Bob llegue para sustituirle. Si Bob hubiera salido de casa a tiempo, ahora ya se habría ido.",Ahora Bob ya se habría ido.,0
501,"La mesa estaba llena de comida, y sobre la estera, junto a ella, había vasijas, cestas y una lechera.","Junto a la estera había vasijas, cestas y una lechera.",0
502,La biografía de Sam Goodman sobre el general espartano Jenofonte transmite una vívida visión de las dificultades con las que se enfrentó en su infancia.,La biografía de Sam Goodman sobre el general espartano Jenofonte transmite una vívida visión de las dificultades con las que Goodman se enfrentó en su infancia.,0
503,La mujer sostenía a la niña contra su voluntad.,La mujer sostenía a la niña contra la voluntad de la mujer.,0
504,"Jane llamó a la puerta de Susan, pero no hubo respuesta. Había salido.",Susan había salido.,1
505,John estaba estudiando en la biblioteca cuando escuchó a un hombre que murmuraba y silbaba. Era muy molesto.,El hombre era muy molesto.,1
506,"Mark le pisaba los talones al Sr. Singer. Oyó cómo llamaba al capitán, y le prometía, en la jerga con la que todo el mundo hablaba aquella noche, que en el barco nada resultaría dañado, excepto la munición, pero el capitán y su tripulación prefirieron quedarse en la cabina hasta que finalizara el trabajo.",Oyó como Mark llamaba al capitán.,0
507,Bob pagó la formación universitaria de Charlie. Está muy agradecido.,Bob está muy agradecido.,0
508,"En medio del concierto al aire libre empezó a llover, pero siguió hasta las 10.",El concierto siguió hasta las 10.,1
509,"Queríamos colocar ejemplares de nuestro boletín en todos los asientos de la sala, pero no había suficientes.",No había suficientes asientos.,0
510,"Mark solo podía pensar en Blaze, su caballo blanco. Temía que los mozos de las caballerizas de Burlington Stables se metieran con él y le acosaran porque era tímido, por eso asumió él mismo la alimentación y el cuidado del animal.",Blaze temía que los mozos de las caballerizas de Burlington Stables se metieran con él y le acosaran.,0
511,Ann dio a luz a una niña el mes pasado. Es una mujer encantadora.,Anne es una mujer encantadora.,1
512,Por eso Mark se durmió. Era de día cuando se despertó con la mano de Warren sobre su hombro.,Era de día cuando se despertó con la mano de Warren sobre el hombro de Warren.,0
513,"Mark le pisaba los talones al Sr. Singer. Oyó cómo llamaba al capitán, y le prometía, en la jerga con la que todo el mundo hablaba aquella noche, que en el barco nada resultaría dañado, excepto la munición, pero el capitán y su tripulación prefirieron quedarse en la cabina hasta que finalizara el trabajo.",Mark oyó cómo llamaba al capitán.,1
514,"Mientras estiraba la espalda, la mujer sonrió a la niña.","Mientras estiraba la espalda de la mujer, la mujer sonrió a la niña.",1
515,Bill pasó la bandeja medio vacía a John porque tenía hambre.,Bill tenía hambre.,0
516,"La actriz se llamaba Terpsichore, pero hace unos años cambió su nombre por el de Tina porque creía que era demasiado difícil de pronunciar.",Terpsichore era demasiado difícil de pronunciar.,1
517,"Beth no se enfadó con Sally, que la había interrumpido, porque se esperó y se disculpó.",Beth se paró y se disculpó.,0
518,Los políticos de Washington no pueden conocer a los colonos y por eso deben redactar normas para regularlos.,Los colonos deben redactar normas para regularlos.,0
519,La copa no cabe en la maleta marrón porque es demasiado grande.,La copa es demasiado grande.,1
520,"Todos los botones de la parte de atrás del vestido de Dora se abrochaban por fuera. Maude tendría que haber pensado en abrochárselos, pero no, había dejado a la pobre Dora que lo hiciera como pudiera ella sola.",Había dejado a la pobre Dora que lo hiciera como Dora pudiera ella sola.,1
521,"Alice intentó con todas sus fuerzas evitar que su hija gritara en la fiesta, y nos preguntábamos por qué se comportaba de forma tan extraña.",La hija de Alice se comportaba de forma extraña.,1
522,Los bomberos llegaron antes que los policías porque venían de más lejos.,Los policías venían de más lejos.,1
523,Dan tenía que impedir que Bill siguiera jugando con el pájaro herido. Es muy compasivo.,Bill es muy compasivo.,0
524,¿Te acuerdas de la vez que cortaste los bulbos de los tulipanes y los cocinaste con las hamburguesas porque pensaste que eran cebollas?,¿Pensaste que las hamburguesas eran cebollas?,0
525,Tom llevó a Ralph en coche a la escuela para que no tuviera que conducir solo.,Para que Ralph no tuviera que conducir solo.,0
526,"Incluso antes de llegar a la ciudad, pudieron escuchar un ruido como de maíz tostándose. Dora preguntó qué era y papá dijo que eran petardos.",Dora preguntó qué era el maíz.,0
527,Tom lanzó su mochila a Ray cuando llegó a la parte inferior de las escaleras.,Tom llegó a la parte inferior de las escaleras.,0
528,Ann dio a luz a una niña el mes pasado. Es una niña encantadora.,Anne es una niña encantadora.,0
529,"Alice limpiaba el polvo del salón e intentaba encontrar el botón que su madre había perdido. Hoy no tenía tiempo para mirar las fotos antiguas de su álbum favorito. Hoy tenía que buscar un botón, por lo que dejó el álbum sobre un sillón sin ni siquiera abrirlo.",Alice tenía que buscar un botón.,1
530,Fred miraba la televisión mientras George salía a comprar comida. Al cabo de una hora volvió.,Fred volvió.,0
531,La mujer sostenía a la niña junto a su pecho.,La mujer sostenía a la niña junto al pecho de la niña.,0
532,"Sam se rompió las dos piernas y ahora camina con muletas. Pero dentro de un mes, más o menos, deberían dejar de ser necesarias.",Las piernas deberían dejar de ser necesarias.,0
533,Joe ha vendido su vieja casa y ha comprado una nueva a pocos kilómetros de distancia. Se va a mudar a ella el jueves.,Se va a mudar a su vieja casa el jueves.,0
534,"Los padres de Pam llegaron a casa y la encontraron en la cama con su novio, Paul. Se sintieron muy incómodos.",Los padres de Pam se sintieron muy incómodos.,0
535,"Sam iba a clase de francés con Adam, porque estaba orgulloso de hablarlo muy bien.",Adam estaba orgulloso de hablarlo muy bien.,0
536,"John ordenó a Bill que se fuera, por eso se marchó al cabo de una hora.",John se marchó.,0
537,"El Sr. Moncrieff visitó el lujoso apartamento de Chester en Nueva York, pensando que era de su hijo Edward. El resultado es que el Sr. Moncrieff ha decidido cancelar la asignación de Edward porque ya no necesita su ayuda financiera.",Ya no necesita la ayuda financiera de Edward.,0
538,"Beth no se enfadó con Sally, que la había interrumpido, porque se esperó y contó hasta diez.",Beth se esperó y contó hasta diez.,1
539,"Si se asomaba desde la cama de arriba, Tatyana podía ver a su madre cómodamente. Cuán pequeña, estirada y rígida estaba en la cama de abajo. Tenía los ojos cerrados, pero Tatyana no estaba segura de que durmiera.","Cuán pequeña, estirada y rígida estaba Tatyana en la cama de abajo.",0
540,"El asno deseó que la verruga de su pata trasera desapareciera, y así fue.","El asno deseó que la verruga de su pata trasera desapareciera, y la pata desapareció.",0
541,"Dado que Chester dependía de su tío Vernon, no podía casarse sin su aprobación.",No podía casarse sin la aprobación de su tío Vernon.,1
542,Madonna despidió a su entrenadora porque no soportaba a su novio.,La entrenadora soportaba a su novio.,0
543,Bill pasó la videoconsola a John porque su turno había terminado.,El turno de John había terminado.,0
544,El padre llevaba al hijo que dormía en su cochecito.,El padre llevaba al hijo que dormía en el cochecito del hijo.,1
545,La biografía de Sam Goodman sobre el general espartano Jenofonte transmite una vívida visión de las dificultades con las que se enfrentó en su infancia.,La biografía de Sam Goodman sobre el general espartano Jenofonte transmite una vívida visión de las dificultades con las que Jenofonte se enfrentó en su infancia.,1
546,Hay un agujero en el muro. Se puede ver el jardín detrás de él.,Se puede ver el jardín a través del agujero.,0
547,"Hasta ahora Larry siempre había ayudado a su padre en su trabajo. Pero ahora no podía ayudarle, porque su padre decía que el jefe de la compañía ferroviaria no quería que hubiera nadie más que él en la oficina.",El jefe de Larry en la compañía ferroviaria no quería que nadie más que él trabajara en la oficina.,0
548,Mary sacó su flauta y tocó una de sus piezas favoritas. Le gustaba desde que era niña.,Le gustaba la flauta desde que era niña.,0
549,"Cuando finalmente se calmaron un poco y llegaron a casa, el Sr. Farley guardó la piedra mágica en una caja fuerte. Algún día quizás querría usarla, pero ahora mismo ¿qué más podría desear?",Algún día quizás querría usar la piedra mágica.,1
550,"La actriz se llamaba Terpsichore, pero hace unos años cambió su nombre por el de Tina porque creía que era más fácil de pronunciar.",Tina era más fácil de pronunciar.,1
551,El hombre llevó al chico sobre sus hombros.,El hombre llevó al chico sobre los hombros del chico.,0
552,El camión de reparto adelantó al autobús escolar porque iba demasiado lento.,El camión de reparto iba demasiado lento.,0
553,"Estaban retransmitiendo un anuncio, pero entró un tren en la estación y no pude escucharlo.",No pude escuchar el anuncio.,1
554,"Papá observó las caras de sus hijas, tan asombradas y tristes ahora. Ya era bastante malo que tuvieran que renunciar a tantas cosas porque él no podía permitírselas.",Ya era bastante malo que las niñas tuvieran que renunciar a tantas cosas porque él no podía permitírselas.,1
555,"Fuimos al lago, porque se había visto un tiburón en la playa del océano, y era un lugar más seguro para nadar.",La playa del océano era un lugar más seguro para nadar.,0
556,Frank estaba enfadado con Tom porque la tostadora que le había vendido no funcionaba.,La tostadora que Tom le había vendido no funcionaba.,1
557,"Mi reunión empezaba a las 16:00 y tenía que coger el tren a las 16:30 por lo que no me quedaba mucho tiempo. Por suerte, se retrasó y todo salió bien.",El tren se retrasó y todo salió bien.,1
558,Hay un agujero en el muro. Se puede ver el jardín a través de él.,Se puede ver el jardín a través del agujero.,1
559,"Bernard, que no había dicho al funcionario que tenía menos de 21 años cuando presentó su solicitud de concesión de propiedad, no consideraba que hubiera hecho nada malo. Pero cualquiera que supiera que solo tenía 19 años podría haber anulado su solicitud.","Bernard, que no había dicho al funcionario que tenía menos de 21 años cuando presentó su solicitud de concesión de propiedad, no consideraba que Bernard hubiera hecho nada malo.",1
560,Grace estaba contenta de cambiar su sudadera por mi chaqueta. Cree que le queda muy bien.,La chaqueta le queda muy bien.,1
561,"Lionel tiene como prisionero a un científico, el doctor Vardi, que ha inventado un dispositivo que convierte a los animales en invisibles; Lionel tiene previsto utilizarlo en Geoffrey y enviarle a robar material nuclear de un almacén del ejército.",Lionel tiene previsto utilizarlo en Geoffrey y enviar al Dr. Vardi a robar material nuclear de un almacén del ejército.,0
562,Fred miraba la televisión mientras George salía a comprar comida. Al cabo de una hora se levantó.,Fred se levantó.,1
563,Coloqué el libro pesado sobre la mesa y se rompió.,La mesa se rompió.,1
564,"Queríamos colocar ejemplares de nuestro boletín en todos los asientos de la sala, pero había demasiados.",Había suficientes asientos.,1
565,El dibujo de Sam estaba colgado justo encima del de Tina y parecía mucho mejor con otro encima.,El dibujo de Tina parecía mucho mejor con otro encima.,1
566,"La madre de Emma había muerto hacía mucho tiempo, y su educación había quedado en manos de una excelente institutriz.",La educación de Emma había quedado en manos de una excelente institutriz.,1
567,John contrató a Bill para cuidarlo.,John contrató a Bill para cuidar a John.,1
568,"John ordenó a Bill que se fuera, por eso se marchó al cabo de una hora.",Bill se marchó.,1
569,Susan lo sabe todo sobre los problemas personales de Ann porque es indiscreta.,Ann es indiscreta.,1
570,Los arqueólogos han llegado a la conclusión de que había humanos en Laputa hace 20 000 años. Buscaban pruebas en las orillas del río.,Los humanos prehistóricos buscaban pruebas en las orillas del río.,0
571,"Los rótulos sobre las puertas de las tiendas tenían dibujos que indicaban el trabajo que se hacía dentro. Aunque cada vez había más gente que aprendía a leer, cada artesano seguía teniendo su dibujo, y no quería perder a un posible cliente solo porque no supiera leer.",Cada artesano seguía teniendo su dibujo y no quería perder a un posible cliente solo porque el artesano no supiera leer.,0
572,Los dueños de los almacenes se quedaron en la ciudad para gestionarlos y vivían en las habitaciones de detrás.,Los dueños de los almacenes se quedaron en la ciudad para gestionarlos y vivían en las habitaciones de detrás de las habitaciones.,0
573,"Jane llamó a la puerta de Susan, pero no hubo respuesta. Estaba decepcionada.",Jane estaba decepcionada.,1
574,"Jane llamó a la puerta de Susan, pero no hubo respuesta. Estaba decepcionada.",Susan estaba decepcionada.,0
575,"Bernard, que no había dicho al funcionario que tenía menos de 21 años cuando presentó su solicitud de concesión de propiedad, no consideraba que hubiera hecho nada malo. Pero cualquiera que supiera que solo tenía 19 años podría haber anulado su solicitud.","Bernard, que no había dicho al funcionario que tenía menos de 21 años cuando presentó su solicitud de concesión de propiedad, no consideraba que el funcionario hubiera hecho nada malo.",0
576,La escultura cayó de la estantería porque no estaba sujeta.,La estantería no estaba sujeta.,0
577,Los científicos están estudiando tres especies de peces que recientemente han descubierto en el Océano Índico. Aparecieron hace dos años.,Los peces aparecieron hace dos años.,1
