sentence1_2_md5,sentence1,sentence1_gn,sentence2,sentence2_gn,label
831378d2e921aa3d32a6f42785d51fb9,"Mark solo podía pensar en Blaze, su caballo blanco. Temía que los mozos de las caballerizas de Burlington Stables se metieran con él y le acosaran porque era tímido, por eso asumió él mismo la alimentación y el cuidado del animal.","Mark opensa Blaze rehe añoite, ikavaju morotĩ. Okyhyje umi kavaju oikohapegua omba'apovakuéra Burlington Stables mba'éva omyangekóivo chupe ikoyguaiterei rupi, upévare ha'etévoi omongaru ha oñantendéta ko mymba rehe.",Blaze temía que los mozos de las caballerizas de Burlington Stables se metieran con él y le acosaran.,Blaze okyhyje umi kavaju oikohapegua omba'apovakuéra Burlington Stables mba'éva omyangekóivo chupe.,0
7cb2de073540b7b7f6293e49930cdc62,"Mientras estiraba la espalda, la mujer sonrió a la niña.","Ojetetira aja, upe kuñakarai opukavy pe mitãkuña'ípe.","Mientras estiraba la espalda de la mujer, la mujer sonrió a la niña.","Opoko aja upe kuña atúare, pe kuña opukavy mitãkuña'ípe.",1
196cf03e0e11f5f6ef1f799ab072f3c3,"Beth no se enfadó con Sally, que la había interrumpido, porque se esperó y se disculpó.","Beth ndaipochýi ñetehápe Sally ndive, oñe'ẽ jokóva ichupe, oha'ãrõ ha oñepomoĩ ichupe.",Beth se paró y se disculpó.,Beth oñembo'y ha ojerure omoñyrõmi hag̃ua chupe.,0
cc05aacc464a8858cb55717225e73c02,La copa no cabe en la maleta marrón porque es demasiado grande.,Upe kagua ndoikéi pe aoryruguasu marrõvape tuichaiterei rupi.,La copa es demasiado grande.,Pe kagua ñemokõha tuichaiterei.,1
560c44eb2b780476bf47b1daf1954e14,"Todos los botones de la parte de atrás del vestido de Dora se abrochaban por fuera. Maude tendría que haber pensado en abrochárselos, pero no, había dejado a la pobre Dora que lo hiciera como pudiera ella sola.","Opaite votõ Dora aopuku tapykue gotyoguáva oñeprende okáguivo añónte. Maude ha'eva'erãkuri pe oprendéva, hákatu nahániri, oheja Dora-pe ha'eñorei ojapóvo ikatumíva añónte.",Había dejado a la pobre Dora que lo hiciera como Dora pudiera ella sola.,Oheja Dora-pe ojapo hag̃uáicha ha'e ojapo hag̃ua ikatumiháicha.,1
8137f1642975a09c12f445c77646f263,"Alice limpiaba el polvo del salón e intentaba encontrar el botón que su madre había perdido. Hoy no tenía tiempo para mirar las fotos antiguas de su álbum favorito. Hoy tenía que buscar un botón, por lo que dejó el álbum sobre un sillón sin ni siquiera abrirlo.","Alice omopotĩ mba'etimbo kotyguasupegua ha ohekahápe avei pe votõ isy ohundiva'ekue. Ko árape ndarekói pa'ũ ahecha hag̃ua ta'ãnga ymaguare pe ta'ãngaryru ahayhuvévape. Ko árape ahekáta kuri peteĩ votõ, ohejahápe ta'ãngaryru apykaguasu ári ohecha'ỹre mba'evete.",Alice tenía que buscar un botón.,Alice ohekava'erãkuri votõ.,1
f9165f8d800fa06ea5875bd670527097,Fred miraba la televisión mientras George salía a comprar comida. Al cabo de una hora volvió.,Fred ohecha téle George osẽ aja ojogua tembi'u. Peteĩ aravo haguépe ou jey.,Fred volvió.,Fred ou jey.,0
5c0cc68db6e4a557741460e2528b2b8c,"Sam iba a clase de francés con Adam, porque estaba orgulloso de hablarlo muy bien.","Sam oho mbo'ehakotýpe oikuaaségui francés Adam ndive, ijerovúgui oñe'ẽporãitereiha.",Adam estaba orgulloso de hablarlo muy bien.,Adam ojerovu oñe'ẽporãiterei haguére.,0
f62ab837da385a311d21859f743e5a9d,"El Sr. Moncrieff visitó el lujoso apartamento de Chester en Nueva York, pensando que era de su hijo Edward. El resultado es que el Sr. Moncrieff ha decidido cancelar la asignación de Edward porque ya no necesita su ayuda financiera.","Karai Moncrieff oho Chester róga iporãitévape táva Nueva York-pegua, oimo'ãhápe ita'ýra Edward mba'eha. Ha osẽva kóvagui katu karai Moncrieff mome'ẽvéima pirapire Edward-pe noikotevẽvéima rupi iñepytyvõ.",Ya no necesita la ayuda financiera de Edward.,Noikotevẽvéima Edward ñepytyvõ rehe.,0
0d18e79681257554f06589954f7ab21c,El hombre llevó al chico sobre sus hombros.,Upe karai ogueraha pe mitã'i ijatúa ári.,El hombre llevó al chico sobre los hombros del chico.,Upe karai ogueraha mitã'ípe pe mitã'i atúa ári.,0
8bd75b54d1d63f272593a102b272711e,"Estaban retransmitiendo un anuncio, pero entró un tren en la estación y no pude escucharlo.","Oñemoherakuãhína peteĩ marandu ñemurãva, hákatu oike peteĩ tren pe estación ryepýpe ha upévare nahendúi.",No pude escuchar el anuncio.,Nahendúi pe marandu ñemurãva.,1
1f2770493b47ec65fb9f75e75ad4205f,"Papá observó las caras de sus hijas, tan asombradas y tristes ahora. Ya era bastante malo que tuvieran que renunciar a tantas cosas porque él no podía permitírselas.","Che ru ohecha itajyrakuéra rova, ha'ete oñemondýi ha hovasyetereíva. Naiporãmbái mitãkuña'inguéra ohejareívo hetaiterei mba'e ha'e ndaikatúi haguére ojoguánte.",Ya era bastante malo que las niñas tuvieran que renunciar a tantas cosas porque él no podía permitírselas.,Naiporãmbái mitãkuña'inguéra ohejareívo hetaiterei mba'e ha'e ndaikatúi haguére ojoguánte.,1
2a573d2a61ab8618de2ebfcf2b55f60e,"Fuimos al lago, porque se había visto un tiburón en la playa del océano, y era un lugar más seguro para nadar.","Roho ypápe, ojehecha rehe upépe peteĩ tiburón pe océano rembe'ýpe, ha upépe ikatútakuri ojeyta apañuai'ỹre.",La playa del océano era un lugar más seguro para nadar.,Upe océano rembe'y jeytaha naiñapañuáiri.,0
09393dcf7548719436769d5788420bc8,Grace estaba contenta de cambiar su sudadera por mi chaqueta. Cree que le queda muy bien.,Grace ovy'a añetehápe ikatu rehe ocambia isáco chemba'e ndive. Oguerovia opyta porãha hese.,La chaqueta le queda muy bien.,Pe chaqueta oĩporã hese.,1
1b559b66fd284b3927de33782e6c075c,"Lionel tiene como prisionero a un científico, el doctor Vardi, que ha inventado un dispositivo que convierte a los animales en invisibles; Lionel tiene previsto utilizarlo en Geoffrey y enviarle a robar material nuclear de un almacén del ejército.","Lionel oguereko ka'irãime peteĩ científicope, doctor Vardi, omoheñoiva'ekue peteĩ mba'e mymbakuéra omokañýva; Lionel oiporuse kóva Geoffrey rehe ha péicha omondóta amonda hag̃uáicha material nuclear ejército mba'éva.",Lionel tiene previsto utilizarlo en Geoffrey y enviar al Dr. Vardi a robar material nuclear de un almacén del ejército.,Lionel oiporuse Geoffrey-pe ha omondo Dr. Vardi-pe omondávo material nuclear milikokuéra mba'évagui.,0
567dbb9da8c53f83b58b9be6b290de6e,Fred miraba la televisión mientras George salía a comprar comida. Al cabo de una hora se levantó.,Fred ohecha téle ha George osẽ ojogua tembi'u upe aja. Ohasávo peteĩ aravo opu'ã.,Fred se levantó.,Fred opu'ãma.,1
a09519ace5a7be4dd410e29fb5b01cfc,Coloqué el libro pesado sobre la mesa y se rompió.,Amboguejy pe aranduka pohýi mesa árí ha upévare opẽ.,La mesa se rompió.,Upe mesa opẽma.,1
dce68c1100730e56fec92bb397b9de4b,"Queríamos colocar ejemplares de nuestro boletín en todos los asientos de la sala, pero había demasiados.","Romoĩsékuri ore jahaipy marandurã peteĩteĩva umi apyka ári, hákatu hetaitereíma oĩ.",Había suficientes asientos.,Oĩkuri hetaiterei apyka.,1
bc72f867f0d82533fb75ed3f4800b203,El dibujo de Sam estaba colgado justo encima del de Tina y parecía mucho mejor con otro encima.,Sam ojapóva ta'ãnga oĩhína pe Tina ojapova'ekue ariete ha ha'ete iporãvéva ambue hi'ári oĩre.,El dibujo de Tina parecía mucho mejor con otro encima.,Upe Tina ojapóva ta'ãnga iporãve ambue hi'ári oĩre.,1
077a7becc68a2f671919dbc1bb3b1cd1,"La madre de Emma había muerto hacía mucho tiempo, y su educación había quedado en manos de una excelente institutriz.","Emma sy aréma omanohague, ha iñehekombo'e opytákuri peteĩ tapicha ikatupyry añetéva pópe.",La educación de Emma había quedado en manos de una excelente institutriz.,Emma ñemoarandu opytákuri peteĩ tapicha ikatupyry añetéva pópe.,1
9fc9118c09bc90525124e9201b135539,Los científicos están estudiando tres especies de peces que recientemente han descubierto en el Océano Índico. Aparecieron hace dos años.,Umi científico ohesa'ỹijo mbohapy pira aty rehegua ojejuhuramóva Océano Índico ryepýpe. Osẽhague ojapomahína mokõi ary.,Los peces aparecieron hace dos años.,Pirakuéra osẽ ñepyrũkuri ojapóma mokõi ary.,1
5305e77f238416c79370c3b66342f683,El hombre llevó al chico hasta su litera.,Upe karai ogueraha mitãme hupa peve.,El hombre llevó al chico hasta la litera del hombre.,Upe karai ogueraha mitãme pe karai rupa peve.,0
7a1032d7236cd9ae8a1e0a2077eb1507,La Dra. Adams informó a Kate de que se había jubilado y le presentó varias opciones para su futuro tratamiento.,Dra. Adams omomarandu Kate-pe ojejubilamaha ha omog̃uahẽ chupe hetaichagua oñepohanouka hag̃ua tenondeve.,La Dra. Adams se había jubilado y le presentó varias opciones para su futuro tratamiento.,Dra. Adams ojejubiláma ha omog̃uahẽ hetaichagua oñepohanouka hag̃ua tenondeve.,1
940fdac82a187bea353270002c065870,"Alice intentó con todas sus fuerzas evitar que su hija gritara en la fiesta, y nos preguntábamos por qué se comportaba de forma tan extraña.","Alice heta oñeha'ã ikatuháicha imembykuña ani hag̃ua osapukái upe jerokyhápe, ha roñeporandu mba'eicharupípa péicha ojapose.",Alice se comportaba de forma extraña.,Alice ha'ete hekotarovanungáva.,0
f7a203faa18c3166eeefa9b3bdc08dfb,"La actriz se llamaba Terpsichore, pero hace unos años cambió su nombre por el de Tina porque creía que era más fácil de pronunciar.","Upe ñoha'ãngahára héra Terpsichore, hákatu nda'areguasúi omoambuehague héra ko'ág̃a Tina ogueroviáre ndahasyiveha ije'e.",Terpsichore era más fácil de pronunciar.,Terpsichore ndahasyive ije'e.,0
5d31b1c896fecadaae0e45845ad7f264,Fred era el único hombre vivo que recordaba a mi bisabuelo. Era un hombre extraordinario.,Fred ha'eñomi tapicha oikovéva apytépe imandu'áva che taita guasúre. Era un hombre extraordinario.,Fred ha'e tapicha ikatupyry añetéva.,Fred ha'e tapicha ikatupyry añetéva.,0
2270bfe6e332e94c763e9ed1119de3e7,A Anna la prueba le salió mucho peor que a su buena amiga Lucy porque ella había estudiado mucho.,Anna-pe osẽvaive ipruéba iñangirũ Lucy-pe osẽva'ekuégui ha'e olee heteitereive rupi.,Lucy había estudiado mucho.,Lucy alee hetaiterei.,1
c49bc7868191d4914d56483b19aea40d,"El padre averiguó cuánto dinero debía el hombre a la tienda; a eso añadió el alojamiento en la cabaña del cocinero. Restó el importe del salario del hombre, y le extendió un cheque.","Upe túva oikuaase mboyete virúpa odeve pe karai ñemuhápe; upépe ombojuaju jekeha tembi'uapoha rogapegua. Oipe'a viru karai ocobrávagui imba'apohápe, ha ombohasa chupe peteĩ chéke.",El padre restó el importe del salario del hombre.,Upe túva oipe'a viru pe karai ocobrávagui hembiapohápe.,1
68754a7c621ea1bb47679378daacf944,"Sid explicó su teoría a Mark, pero no le entendió.","Sid omyesakã hemiandu Mark-pe, hákatu noikumbýi chupe.",Mark no pudo comprenderle.,Mark noikumbýi chupe.,1
ad6cdc98ad100eb0e83f882e4acc9323,Jim consolaba a Kevin porque estaba muy enfadado.,Jim ombopy'aguapy Kevin-pe ipochyetereí rupi.,Jim estaba muy enfadado.,Jim ipochyetereíkuri.,0
22e8ff10dd56d32ef7c5f2bdc3737018,Utilicé un paño viejo para limpiar el cuchillo y después lo tiré a la basura.,Aiporu peteĩ trapo tuja omopotĩ hag̃ua kyse ha upéi amombo ytyapýpe.,Tiré el cuchillo en la basura.,Amombo kyse ytyapýpe.,0
d6fb8851b2cf8e40b94e24d1ec197d16,"Si se asomaba desde la cama de arriba, Tatyana podía ver a su madre cómodamente. Cuán pequeña, estirada y rígida estaba en la cama de abajo. Tenía los ojos cerrados, pero Tatyana no estaba segura de que durmiera.","Oñembojáramo tupa yvateguágui, Tatyana ikatu ohecha apañuai'ỹre. Michĩmi, ojepyso ha hetatã tupa yvypeguávape. Hesa ñemboty kuri, hákatu Tatyana ndogueroviái okeha.",Tatyana no estaba segura de que Tatyana durmiera.,Tatyana ndogueroviái okeha.,0
6867ff1c2da285c9b05b0ea1512d0914,"Sam y Amy están muy enamorados, pero a los padres de Amy no les gusta, porque tienen quince años.","Sam ha Amy ojuayhueterei, hákatu Amy tuvakuérape ndogustái, oguereko rupi papo ary.",Sam y Amy tienen quince años.,Sam ha Amy oguereko papo ary.,1
9a7a6234f54beaa3ad042c9cda655d86,Tom dijo “jaque” a Ralph cuando capturó su alfil.,Tom he'i “jaque” Ralph-pe ojagarrávo ijalfil.,Tom dijo “jaque” a Ralph cuando capturó el alfil de Tom.,Tom he'i “jaque” Ralph-pe ojagarrávo Tom alfil.,0
